employee_id,project_id,assigned_date,tasks_assigned,tasks_completed,task_quality_score,productivity_score,remarks
NL-333,3,2024-03-01,3,2,2.0,1.33,Performance Improvement Plan
NL-333,3,2024-04-01,10,8,2.66,2.13,Needs Closer Monitoring
NL-333,3,2024-05-01,9,7,1.7,1.32,Performance Improvement Plan
NL-333,3,2024-07-01,10,6,0.51,0.31,Critical Underperformance
NL-333,3,2024-08-01,3,2,3.33,2.22,Needs Closer Monitoring
NL-333,3,2024-10-01,9,6,0.28,0.19,Critical Underperformance
NL-333,3,2024-11-01,10,7,4.61,3.23,Consistently Effective
NL-333,3,2025-01-01,9,8,4.8,4.27,Outstanding Contributor
NL-338,9,2024-03-01,8,8,4.78,4.78,Outstanding Contributor
NL-338,9,2024-04-01,6,3,2.67,1.33,Performance Improvement Plan
NL-338,9,2024-05-01,3,3,2.1,2.1,Needs Closer Monitoring
NL-338,9,2024-07-01,3,2,3.98,2.65,Needs Closer Monitoring
NL-338,9,2024-08-01,3,2,1.21,0.81,Critical Underperformance
NL-338,9,2024-10-01,8,7,0.26,0.23,Critical Underperformance
NL-338,9,2024-11-01,7,4,0.75,0.43,Critical Underperformance
NL-338,9,2025-01-01,10,3,4.37,1.31,Performance Improvement Plan
NL-339,29,2024-03-01,7,5,1.88,1.34,Performance Improvement Plan
NL-339,29,2024-04-01,9,4,1.9,0.84,Critical Underperformance
NL-339,29,2024-05-01,10,3,4.67,1.4,Performance Improvement Plan
NL-339,29,2024-07-01,10,8,3.69,2.95,Needs Closer Monitoring
NL-339,29,2024-08-01,3,2,2.05,1.37,Performance Improvement Plan
NL-339,29,2024-10-01,9,3,3.05,1.02,Performance Improvement Plan
NL-339,29,2024-11-01,6,5,1.55,1.29,Performance Improvement Plan
NL-339,29,2025-01-01,8,6,1.67,1.25,Performance Improvement Plan
NLI-052,3,2024-03-01,3,3,4.04,4.04,Outstanding Contributor
NLI-052,3,2024-04-01,4,3,1.13,0.85,Critical Underperformance
NLI-052,3,2024-05-01,9,4,4.4,1.96,Performance Improvement Plan
NLI-052,3,2024-07-01,10,7,4.23,2.96,Needs Closer Monitoring
NLI-052,3,2024-08-01,7,4,1.22,0.7,Critical Underperformance
NLI-052,3,2024-10-01,8,3,4.27,1.6,Performance Improvement Plan
NLI-052,3,2024-11-01,6,4,4.54,3.03,Consistently Effective
NLI-052,3,2025-01-01,9,7,2.28,1.77,Performance Improvement Plan
NL-340,18,2024-03-01,3,3,0.91,0.91,Critical Underperformance
NL-340,18,2024-04-01,3,2,0.76,0.51,Critical Underperformance
NL-340,18,2024-05-01,7,6,2.46,2.11,Needs Closer Monitoring
NL-340,18,2024-07-01,5,4,4.52,3.62,Consistently Effective
NL-340,18,2024-08-01,3,2,1.12,0.75,Critical Underperformance
NL-340,18,2024-10-01,4,4,4.49,4.49,Outstanding Contributor
NL-340,18,2024-11-01,6,6,0.13,0.13,Critical Underperformance
NL-340,18,2025-01-01,8,3,4.09,1.53,Performance Improvement Plan
NL-341,7,2024-03-01,4,3,3.84,2.88,Needs Closer Monitoring
NL-341,7,2024-04-01,7,4,3.93,2.25,Needs Closer Monitoring
NL-341,7,2024-05-01,8,3,2.4,0.9,Critical Underperformance
NL-341,7,2024-07-01,3,3,2.49,2.49,Needs Closer Monitoring
NL-341,7,2024-08-01,7,3,1.84,0.79,Critical Underperformance
NL-341,7,2024-10-01,10,6,3.89,2.33,Needs Closer Monitoring
NL-341,7,2024-11-01,4,4,1.83,1.83,Performance Improvement Plan
NL-341,7,2025-01-01,8,8,1.49,1.49,Performance Improvement Plan
NL-342,12,2024-03-01,7,5,4.15,2.96,Needs Closer Monitoring
NL-342,12,2024-04-01,9,8,0.89,0.79,Critical Underperformance
NL-342,12,2024-05-01,7,2,2.99,0.85,Critical Underperformance
NL-342,12,2024-07-01,9,5,3.59,1.99,Performance Improvement Plan
NL-342,12,2024-08-01,4,3,1.05,0.79,Critical Underperformance
NL-342,12,2024-10-01,4,3,3.04,2.28,Needs Closer Monitoring
NL-342,12,2024-11-01,10,9,1.54,1.39,Performance Improvement Plan
NL-342,12,2025-01-01,7,5,4.02,2.87,Needs Closer Monitoring
NL-343,11,2024-03-01,9,4,1.21,0.54,Critical Underperformance
NL-343,11,2024-04-01,8,6,2.96,2.22,Needs Closer Monitoring
NL-343,11,2024-05-01,7,2,0.9,0.26,Critical Underperformance
NL-343,11,2024-07-01,5,2,4.07,1.63,Performance Improvement Plan
NL-343,11,2024-08-01,10,10,3.18,3.18,Consistently Effective
NL-343,11,2024-10-01,7,3,4.5,1.93,Performance Improvement Plan
NL-343,11,2024-11-01,5,5,4.46,4.46,Outstanding Contributor
NL-343,11,2025-01-01,9,2,0.08,0.02,Critical Underperformance
NL-347,26,2024-03-01,5,5,0.88,0.88,Critical Underperformance
NL-347,26,2024-04-01,10,2,1.68,0.34,Critical Underperformance
NL-347,26,2024-05-01,8,6,4.95,3.71,Consistently Effective
NL-347,26,2024-07-01,3,2,1.03,0.69,Critical Underperformance
NL-347,26,2024-08-01,8,4,3.45,1.73,Performance Improvement Plan
NL-347,26,2024-10-01,9,6,0.51,0.34,Critical Underperformance
NL-347,26,2024-11-01,10,5,1.63,0.81,Critical Underperformance
NL-347,26,2025-01-01,4,3,3.12,2.34,Needs Closer Monitoring
NL-348,25,2024-03-01,5,5,4.04,4.04,Outstanding Contributor
NL-348,25,2024-04-01,9,7,2.22,1.73,Performance Improvement Plan
NL-348,25,2024-05-01,3,2,0.46,0.31,Critical Underperformance
NL-348,25,2024-07-01,7,4,0.44,0.25,Critical Underperformance
NL-348,25,2024-08-01,5,4,0.18,0.14,Critical Underperformance
NL-348,25,2024-10-01,7,6,4.87,4.17,Outstanding Contributor
NL-348,25,2024-11-01,7,6,0.21,0.18,Critical Underperformance
NL-348,25,2025-01-01,5,3,2.03,1.22,Performance Improvement Plan
NL-349,1,2024-03-01,5,4,4.84,3.87,Consistently Effective
NL-349,1,2024-04-01,7,4,3.3,1.89,Performance Improvement Plan
NL-349,1,2024-05-01,4,3,2.02,1.52,Performance Improvement Plan
NL-349,1,2024-07-01,3,3,1.47,1.47,Performance Improvement Plan
NL-349,1,2024-08-01,10,5,4.21,2.1,Needs Closer Monitoring
NL-349,1,2024-10-01,10,7,2.8,1.96,Performance Improvement Plan
NL-349,1,2024-11-01,10,9,3.82,3.44,Consistently Effective
NL-349,1,2025-01-01,6,3,3.98,1.99,Performance Improvement Plan
NL-350,15,2024-03-01,7,4,2.03,1.16,Performance Improvement Plan
NL-350,15,2024-04-01,3,3,0.87,0.87,Critical Underperformance
NL-350,15,2024-05-01,3,2,4.26,2.84,Needs Closer Monitoring
NL-350,15,2024-07-01,3,3,3.1,3.1,Consistently Effective
NL-350,15,2024-08-01,8,3,2.62,0.98,Critical Underperformance
NL-350,15,2024-10-01,6,5,0.46,0.38,Critical Underperformance
NL-350,15,2024-11-01,3,3,0.61,0.61,Critical Underperformance
NL-350,15,2025-01-01,5,2,3.33,1.33,Performance Improvement Plan
NL-353,28,2024-03-01,6,6,3.35,3.35,Consistently Effective
NL-353,28,2024-04-01,8,6,0.93,0.7,Critical Underperformance
NL-353,28,2024-05-01,5,2,3.06,1.22,Performance Improvement Plan
NL-353,28,2024-07-01,7,4,0.57,0.33,Critical Underperformance
NL-353,28,2024-08-01,6,3,2.41,1.21,Performance Improvement Plan
NL-353,28,2024-10-01,3,2,1.7,1.13,Performance Improvement Plan
NL-353,28,2024-11-01,4,4,1.46,1.46,Performance Improvement Plan
NL-353,28,2025-01-01,6,2,3.35,1.12,Performance Improvement Plan
NL-356,17,2024-03-01,5,3,3.77,2.26,Needs Closer Monitoring
NL-356,17,2024-04-01,8,5,2.17,1.36,Performance Improvement Plan
NL-356,17,2024-05-01,3,2,1.85,1.23,Performance Improvement Plan
NL-356,17,2024-07-01,9,7,0.89,0.69,Critical Underperformance
NL-356,17,2024-08-01,4,2,2.91,1.46,Performance Improvement Plan
NL-356,17,2024-10-01,10,4,0.69,0.28,Critical Underperformance
NL-356,17,2024-11-01,5,4,0.79,0.63,Critical Underperformance
NL-356,17,2025-01-01,6,4,4.89,3.26,Consistently Effective
NL-357,26,2024-03-01,3,2,4.5,3.0,Consistently Effective
NL-357,26,2024-04-01,5,2,2.09,0.84,Critical Underperformance
NL-357,26,2024-05-01,6,2,2.57,0.86,Critical Underperformance
NL-357,26,2024-07-01,5,2,4.32,1.73,Performance Improvement Plan
NL-357,26,2024-08-01,3,2,3.52,2.35,Needs Closer Monitoring
NL-357,26,2024-10-01,6,2,1.74,0.58,Critical Underperformance
NL-357,26,2024-11-01,9,2,0.07,0.02,Critical Underperformance
NL-357,26,2025-01-01,9,4,1.18,0.52,Critical Underperformance
NL-358,30,2024-03-01,7,4,3.25,1.86,Performance Improvement Plan
NL-358,30,2024-04-01,5,4,1.31,1.05,Performance Improvement Plan
NL-358,30,2024-05-01,3,3,0.38,0.38,Critical Underperformance
NL-358,30,2024-07-01,4,4,4.3,4.3,Outstanding Contributor
NL-358,30,2024-08-01,8,2,1.07,0.27,Critical Underperformance
NL-358,30,2024-10-01,8,7,3.14,2.75,Needs Closer Monitoring
NL-358,30,2024-11-01,9,5,0.08,0.04,Critical Underperformance
NL-358,30,2025-01-01,4,3,3.27,2.45,Needs Closer Monitoring
NL-360,28,2024-03-01,10,9,0.04,0.04,Critical Underperformance
NL-360,28,2024-04-01,5,5,2.29,2.29,Needs Closer Monitoring
NL-360,28,2024-05-01,3,2,0.98,0.65,Critical Underperformance
NL-360,28,2024-07-01,4,4,1.89,1.89,Performance Improvement Plan
NL-360,28,2024-08-01,4,3,1.47,1.1,Performance Improvement Plan
NL-360,28,2024-10-01,5,5,4.55,4.55,Outstanding Contributor
NL-360,28,2024-11-01,10,5,1.38,0.69,Critical Underperformance
NL-360,28,2025-01-01,6,6,4.65,4.65,Outstanding Contributor
NL-367,25,2024-03-01,3,2,3.85,2.57,Needs Closer Monitoring
NL-367,25,2024-04-01,3,2,4.33,2.89,Needs Closer Monitoring
NL-367,25,2024-05-01,3,2,1.54,1.03,Performance Improvement Plan
NL-367,25,2024-07-01,6,5,0.06,0.05,Critical Underperformance
NL-367,25,2024-08-01,7,6,1.49,1.28,Performance Improvement Plan
NL-367,25,2024-10-01,4,4,3.8,3.8,Consistently Effective
NL-367,25,2024-11-01,4,2,1.04,0.52,Critical Underperformance
NL-367,25,2025-01-01,9,8,2.05,1.82,Performance Improvement Plan
NLI-054,13,2024-03-01,6,5,1.97,1.64,Performance Improvement Plan
NLI-054,13,2024-04-01,6,2,0.11,0.04,Critical Underperformance
NLI-054,13,2024-05-01,9,6,0.3,0.2,Critical Underperformance
NLI-054,13,2024-07-01,8,8,0.3,0.3,Critical Underperformance
NLI-054,13,2024-08-01,6,5,4.09,3.41,Consistently Effective
NLI-054,13,2024-10-01,5,4,4.26,3.41,Consistently Effective
NLI-054,13,2024-11-01,9,2,2.08,0.46,Critical Underperformance
NLI-054,13,2025-01-01,8,8,3.29,3.29,Consistently Effective
NL-369,28,2024-03-01,8,8,2.21,2.21,Needs Closer Monitoring
NL-369,28,2024-04-01,5,3,2.85,1.71,Performance Improvement Plan
NL-369,28,2024-05-01,4,3,4.78,3.58,Consistently Effective
NL-369,28,2024-07-01,5,3,4.41,2.65,Needs Closer Monitoring
NL-369,28,2024-08-01,7,6,0.51,0.44,Critical Underperformance
NL-369,28,2024-10-01,9,9,3.16,3.16,Consistently Effective
NL-369,28,2024-11-01,4,3,1.05,0.79,Critical Underperformance
NL-369,28,2025-01-01,3,3,1.64,1.64,Performance Improvement Plan
NL-370,29,2024-03-01,8,3,0.03,0.01,Critical Underperformance
NL-370,29,2024-04-01,8,4,3.35,1.68,Performance Improvement Plan
NL-370,29,2024-05-01,8,3,2.88,1.08,Performance Improvement Plan
NL-370,29,2024-07-01,7,4,4.99,2.85,Needs Closer Monitoring
NL-370,29,2024-08-01,9,9,0.49,0.49,Critical Underperformance
NL-370,29,2024-10-01,9,7,2.7,2.1,Needs Closer Monitoring
NL-370,29,2024-11-01,9,5,1.89,1.05,Performance Improvement Plan
NL-370,29,2025-01-01,4,3,4.38,3.29,Consistently Effective
NL-371,19,2024-03-01,7,5,4.66,3.33,Consistently Effective
NL-371,19,2024-04-01,6,5,1.83,1.53,Performance Improvement Plan
NL-371,19,2024-05-01,9,3,0.84,0.28,Critical Underperformance
NL-371,19,2024-07-01,10,10,2.0,2.0,Needs Closer Monitoring
NL-371,19,2024-08-01,8,5,3.48,2.17,Needs Closer Monitoring
NL-371,19,2024-10-01,9,3,2.83,0.94,Critical Underperformance
NL-371,19,2024-11-01,5,2,0.19,0.08,Critical Underperformance
NL-371,19,2025-01-01,3,2,3.9,2.6,Needs Closer Monitoring
NL-373,25,2024-03-01,9,6,2.66,1.77,Performance Improvement Plan
NL-373,25,2024-04-01,6,4,2.83,1.89,Performance Improvement Plan
NL-373,25,2024-05-01,3,3,1.13,1.13,Performance Improvement Plan
NL-373,25,2024-07-01,7,2,3.5,1.0,Performance Improvement Plan
NL-373,25,2024-08-01,8,6,3.99,2.99,Needs Closer Monitoring
NL-373,25,2024-10-01,9,9,2.33,2.33,Needs Closer Monitoring
NL-373,25,2024-11-01,8,6,3.97,2.98,Needs Closer Monitoring
NL-373,25,2025-01-01,10,4,3.42,1.37,Performance Improvement Plan
NL-377,20,2024-03-01,4,4,3.66,3.66,Consistently Effective
NL-377,20,2024-04-01,7,2,3.24,0.93,Critical Underperformance
NL-377,20,2024-05-01,4,4,3.28,3.28,Consistently Effective
NL-377,20,2024-07-01,5,5,0.24,0.24,Critical Underperformance
NL-377,20,2024-08-01,6,6,0.73,0.73,Critical Underperformance
NL-377,20,2024-10-01,9,9,4.53,4.53,Outstanding Contributor
NL-377,20,2024-11-01,9,9,0.2,0.2,Critical Underperformance
NL-377,20,2025-01-01,3,2,0.5,0.33,Critical Underperformance
NL-378,28,2024-03-01,4,3,3.29,2.47,Needs Closer Monitoring
NL-378,28,2024-04-01,9,3,4.02,1.34,Performance Improvement Plan
NL-378,28,2024-05-01,8,7,1.89,1.65,Performance Improvement Plan
NL-378,28,2024-07-01,8,5,1.96,1.23,Performance Improvement Plan
NL-378,28,2024-08-01,5,5,4.78,4.78,Outstanding Contributor
NL-378,28,2024-10-01,6,6,4.12,4.12,Outstanding Contributor
NL-378,28,2024-11-01,10,5,0.22,0.11,Critical Underperformance
NL-378,28,2025-01-01,8,8,2.05,2.05,Needs Closer Monitoring
NL-379,15,2024-03-01,9,5,4.48,2.49,Needs Closer Monitoring
NL-379,15,2024-04-01,7,4,3.87,2.21,Needs Closer Monitoring
NL-379,15,2024-05-01,7,3,0.4,0.17,Critical Underperformance
NL-379,15,2024-07-01,6,6,0.98,0.98,Critical Underperformance
NL-379,15,2024-08-01,6,2,0.52,0.17,Critical Underperformance
NL-379,15,2024-10-01,9,4,3.3,1.47,Performance Improvement Plan
NL-379,15,2024-11-01,4,3,3.46,2.59,Needs Closer Monitoring
NL-379,15,2025-01-01,6,2,1.41,0.47,Critical Underperformance
NL-381,20,2024-03-01,8,7,0.11,0.1,Critical Underperformance
NL-381,20,2024-04-01,4,2,3.38,1.69,Performance Improvement Plan
NL-381,20,2024-05-01,7,7,2.92,2.92,Needs Closer Monitoring
NL-381,20,2024-07-01,8,4,1.81,0.91,Critical Underperformance
NL-381,20,2024-08-01,5,5,2.2,2.2,Needs Closer Monitoring
NL-381,20,2024-10-01,4,3,4.66,3.5,Consistently Effective
NL-381,20,2024-11-01,5,5,1.26,1.26,Performance Improvement Plan
NL-381,20,2025-01-01,7,7,1.27,1.27,Performance Improvement Plan
NL-387,7,2024-03-01,5,3,4.16,2.5,Needs Closer Monitoring
NL-387,7,2024-04-01,9,6,2.26,1.51,Performance Improvement Plan
NL-387,7,2024-05-01,5,3,1.69,1.01,Performance Improvement Plan
NL-387,7,2024-07-01,9,9,1.64,1.64,Performance Improvement Plan
NL-387,7,2024-08-01,5,5,0.48,0.48,Critical Underperformance
NL-387,7,2024-10-01,3,3,2.96,2.96,Needs Closer Monitoring
NL-387,7,2024-11-01,3,3,2.7,2.7,Needs Closer Monitoring
NL-387,7,2025-01-01,3,3,2.44,2.44,Needs Closer Monitoring
NL-388,12,2024-03-01,10,2,1.15,0.23,Critical Underperformance
NL-388,12,2024-04-01,10,10,0.11,0.11,Critical Underperformance
NL-388,12,2024-05-01,9,6,0.03,0.02,Critical Underperformance
NL-388,12,2024-07-01,10,7,3.1,2.17,Needs Closer Monitoring
NL-388,12,2024-08-01,7,2,0.0,0.0,Critical Underperformance
NL-388,12,2024-10-01,3,3,3.26,3.26,Consistently Effective
NL-388,12,2024-11-01,6,4,0.56,0.37,Critical Underperformance
NL-388,12,2025-01-01,8,2,4.6,1.15,Performance Improvement Plan
NLI-058,5,2024-03-01,9,4,1.97,0.88,Critical Underperformance
NLI-058,5,2024-04-01,6,6,4.84,4.84,Outstanding Contributor
NLI-058,5,2024-05-01,3,2,0.95,0.63,Critical Underperformance
NLI-058,5,2024-07-01,4,4,3.95,3.95,Consistently Effective
NLI-058,5,2024-08-01,9,4,0.54,0.24,Critical Underperformance
NLI-058,5,2024-10-01,3,3,0.54,0.54,Critical Underperformance
NLI-058,5,2024-11-01,7,7,3.82,3.82,Consistently Effective
NLI-058,5,2025-01-01,8,5,2.23,1.39,Performance Improvement Plan
NL-394,30,2024-03-01,5,2,1.49,0.6,Critical Underperformance
NL-394,30,2024-04-01,10,2,0.51,0.1,Critical Underperformance
NL-394,30,2024-05-01,3,3,2.85,2.85,Needs Closer Monitoring
NL-394,30,2024-07-01,8,6,4.02,3.01,Consistently Effective
NL-394,30,2024-08-01,9,6,2.92,1.95,Performance Improvement Plan
NL-394,30,2024-10-01,9,4,1.53,0.68,Critical Underperformance
NL-394,30,2024-11-01,10,10,0.48,0.48,Critical Underperformance
NL-394,30,2025-01-01,6,6,0.49,0.49,Critical Underperformance
NL-398,23,2024-03-01,8,2,0.5,0.12,Critical Underperformance
NL-398,23,2024-04-01,6,4,2.45,1.63,Performance Improvement Plan
NL-398,23,2024-05-01,7,3,0.43,0.18,Critical Underperformance
NL-398,23,2024-07-01,10,6,4.17,2.5,Needs Closer Monitoring
NL-398,23,2024-08-01,3,2,2.13,1.42,Performance Improvement Plan
NL-398,23,2024-10-01,3,3,4.8,4.8,Outstanding Contributor
NL-398,23,2024-11-01,8,3,2.46,0.92,Critical Underperformance
NL-398,23,2025-01-01,5,4,2.72,2.18,Needs Closer Monitoring
NL-401,27,2024-03-01,3,3,2.97,2.97,Needs Closer Monitoring
NL-401,27,2024-04-01,7,5,0.4,0.29,Critical Underperformance
NL-401,27,2024-05-01,9,2,0.79,0.18,Critical Underperformance
NL-401,27,2024-07-01,8,8,4.21,4.21,Outstanding Contributor
NL-401,27,2024-08-01,6,6,4.84,4.84,Outstanding Contributor
NL-401,27,2024-10-01,9,6,0.75,0.5,Critical Underperformance
NL-401,27,2024-11-01,10,4,3.0,1.2,Performance Improvement Plan
NL-401,27,2025-01-01,4,3,2.41,1.81,Performance Improvement Plan
NL-405,14,2024-03-01,3,2,0.74,0.49,Critical Underperformance
NL-405,14,2024-04-01,9,7,3.98,3.1,Consistently Effective
NL-405,14,2024-05-01,5,3,2.08,1.25,Performance Improvement Plan
NL-405,14,2024-07-01,6,3,2.38,1.19,Performance Improvement Plan
NL-405,14,2024-08-01,4,3,4.34,3.25,Consistently Effective
NL-405,14,2024-10-01,6,2,4.57,1.52,Performance Improvement Plan
NL-405,14,2024-11-01,3,2,0.31,0.21,Critical Underperformance
NL-405,14,2025-01-01,6,2,4.82,1.61,Performance Improvement Plan
NL-409,2,2024-03-01,5,2,2.68,1.07,Performance Improvement Plan
NL-409,2,2024-04-01,3,2,2.88,1.92,Performance Improvement Plan
NL-409,2,2024-05-01,6,4,0.05,0.03,Critical Underperformance
NL-409,2,2024-07-01,3,3,1.07,1.07,Performance Improvement Plan
NL-409,2,2024-08-01,5,5,4.35,4.35,Outstanding Contributor
NL-409,2,2024-10-01,3,3,2.07,2.07,Needs Closer Monitoring
NL-409,2,2024-11-01,10,7,0.01,0.01,Critical Underperformance
NL-409,2,2025-01-01,9,6,4.39,2.93,Needs Closer Monitoring
NL-410,6,2024-03-01,8,5,2.76,1.72,Performance Improvement Plan
NL-410,6,2024-04-01,10,8,1.74,1.39,Performance Improvement Plan
NL-410,6,2024-05-01,10,9,4.51,4.06,Outstanding Contributor
NL-410,6,2024-07-01,8,8,1.8,1.8,Performance Improvement Plan
NL-410,6,2024-08-01,8,8,1.64,1.64,Performance Improvement Plan
NL-410,6,2024-10-01,9,3,3.84,1.28,Performance Improvement Plan
NL-410,6,2024-11-01,5,5,2.67,2.67,Needs Closer Monitoring
NL-410,6,2025-01-01,8,3,3.66,1.37,Performance Improvement Plan
NLI-061,1,2024-03-01,4,4,1.55,1.55,Performance Improvement Plan
NLI-061,1,2024-04-01,6,6,3.16,3.16,Consistently Effective
NLI-061,1,2024-05-01,4,2,0.77,0.39,Critical Underperformance
NLI-061,1,2024-07-01,4,3,2.89,2.17,Needs Closer Monitoring
NLI-061,1,2024-08-01,7,5,4.0,2.86,Needs Closer Monitoring
NLI-061,1,2024-10-01,6,6,3.76,3.76,Consistently Effective
NLI-061,1,2024-11-01,10,4,3.47,1.39,Performance Improvement Plan
NLI-061,1,2025-01-01,5,3,3.65,2.19,Needs Closer Monitoring
NL-412,29,2024-03-01,10,2,3.29,0.66,Critical Underperformance
NL-412,29,2024-04-01,6,5,1.88,1.57,Performance Improvement Plan
NL-412,29,2024-05-01,6,6,2.41,2.41,Needs Closer Monitoring
NL-412,29,2024-07-01,9,7,1.1,0.86,Critical Underperformance
NL-412,29,2024-08-01,5,2,4.93,1.97,Performance Improvement Plan
NL-412,29,2024-10-01,5,3,4.91,2.95,Needs Closer Monitoring
NL-412,29,2024-11-01,6,5,2.5,2.08,Needs Closer Monitoring
NL-412,29,2025-01-01,4,2,3.84,1.92,Performance Improvement Plan
NL-413,14,2024-03-01,6,6,3.02,3.02,Consistently Effective
NL-413,14,2024-04-01,7,6,0.41,0.35,Critical Underperformance
NL-413,14,2024-05-01,3,3,2.07,2.07,Needs Closer Monitoring
NL-413,14,2024-07-01,3,3,2.22,2.22,Needs Closer Monitoring
NL-413,14,2024-08-01,9,5,1.04,0.58,Critical Underperformance
NL-413,14,2024-10-01,5,4,3.13,2.5,Needs Closer Monitoring
NL-413,14,2024-11-01,3,2,4.1,2.73,Needs Closer Monitoring
NL-413,14,2025-01-01,5,3,2.5,1.5,Performance Improvement Plan
NL-414,9,2024-03-01,8,6,0.91,0.68,Critical Underperformance
NL-414,9,2024-04-01,9,6,2.99,1.99,Performance Improvement Plan
NL-414,9,2024-05-01,7,6,4.8,4.11,Outstanding Contributor
NL-414,9,2024-07-01,5,5,0.92,0.92,Critical Underperformance
NL-414,9,2024-08-01,6,5,4.83,4.03,Outstanding Contributor
NL-414,9,2024-10-01,4,3,0.94,0.7,Critical Underperformance
NL-414,9,2024-11-01,9,8,4.53,4.03,Outstanding Contributor
NL-414,9,2025-01-01,4,2,2.41,1.21,Performance Improvement Plan
NL-417,26,2024-03-01,6,6,1.95,1.95,Performance Improvement Plan
NL-417,26,2024-04-01,9,3,2.06,0.69,Critical Underperformance
NL-417,26,2024-05-01,4,3,2.44,1.83,Performance Improvement Plan
NL-417,26,2024-07-01,4,4,1.81,1.81,Performance Improvement Plan
NL-417,26,2024-08-01,3,3,0.48,0.48,Critical Underperformance
NL-417,26,2024-10-01,10,4,1.98,0.79,Critical Underperformance
NL-417,26,2024-11-01,10,6,0.12,0.07,Critical Underperformance
NL-417,26,2025-01-01,6,4,4.86,3.24,Consistently Effective
NL-418,30,2024-03-01,7,5,3.24,2.31,Needs Closer Monitoring
NL-418,30,2024-04-01,3,3,1.08,1.08,Performance Improvement Plan
NL-418,30,2024-05-01,3,3,3.83,3.83,Consistently Effective
NL-418,30,2024-07-01,9,4,4.7,2.09,Needs Closer Monitoring
NL-418,30,2024-08-01,4,4,0.37,0.37,Critical Underperformance
NL-418,30,2024-10-01,4,2,3.29,1.65,Performance Improvement Plan
NL-418,30,2024-11-01,3,2,0.35,0.23,Critical Underperformance
NL-418,30,2025-01-01,6,2,4.43,1.48,Performance Improvement Plan
NL-422,9,2024-03-01,6,2,1.29,0.43,Critical Underperformance
NL-422,9,2024-04-01,7,6,4.43,3.8,Consistently Effective
NL-422,9,2024-05-01,9,8,2.46,2.19,Needs Closer Monitoring
NL-422,9,2024-07-01,7,5,1.55,1.11,Performance Improvement Plan
NL-422,9,2024-08-01,3,2,2.69,1.79,Performance Improvement Plan
NL-422,9,2024-10-01,4,4,0.74,0.74,Critical Underperformance
NL-422,9,2024-11-01,8,8,0.29,0.29,Critical Underperformance
NL-422,9,2025-01-01,4,2,0.92,0.46,Critical Underperformance
NL-423,23,2024-03-01,3,3,4.46,4.46,Outstanding Contributor
NL-423,23,2024-04-01,9,8,4.55,4.04,Outstanding Contributor
NL-423,23,2024-05-01,5,2,0.69,0.28,Critical Underperformance
NL-423,23,2024-07-01,6,3,1.85,0.93,Critical Underperformance
NL-423,23,2024-08-01,6,2,0.71,0.24,Critical Underperformance
NL-423,23,2024-10-01,5,2,4.24,1.7,Performance Improvement Plan
NL-423,23,2024-11-01,8,4,4.23,2.12,Needs Closer Monitoring
NL-423,23,2025-01-01,5,4,1.62,1.3,Performance Improvement Plan
NL-424,22,2024-03-01,9,8,0.01,0.01,Critical Underperformance
NL-424,22,2024-04-01,6,2,2.7,0.9,Critical Underperformance
NL-424,22,2024-05-01,9,6,0.47,0.31,Critical Underperformance
NL-424,22,2024-07-01,8,4,1.75,0.88,Critical Underperformance
NL-424,22,2024-08-01,8,6,4.94,3.71,Consistently Effective
NL-424,22,2024-10-01,6,5,0.72,0.6,Critical Underperformance
NL-424,22,2024-11-01,3,2,2.16,1.44,Performance Improvement Plan
NL-424,22,2025-01-01,9,6,2.96,1.97,Performance Improvement Plan
NLI-064,10,2024-03-01,5,4,4.52,3.62,Consistently Effective
NLI-064,10,2024-04-01,9,8,2.57,2.28,Needs Closer Monitoring
NLI-064,10,2024-05-01,6,2,2.39,0.8,Critical Underperformance
NLI-064,10,2024-07-01,9,5,1.11,0.62,Critical Underperformance
NLI-064,10,2024-08-01,7,5,1.58,1.13,Performance Improvement Plan
NLI-064,10,2024-10-01,6,3,1.26,0.63,Critical Underperformance
NLI-064,10,2024-11-01,6,4,2.95,1.97,Performance Improvement Plan
NLI-064,10,2025-01-01,10,5,4.67,2.33,Needs Closer Monitoring
NL-429,12,2024-03-01,9,5,3.97,2.21,Needs Closer Monitoring
NL-429,12,2024-04-01,6,5,1.34,1.12,Performance Improvement Plan
NL-429,12,2024-05-01,8,6,3.25,2.44,Needs Closer Monitoring
NL-429,12,2024-07-01,4,2,0.93,0.47,Critical Underperformance
NL-429,12,2024-08-01,4,2,3.34,1.67,Performance Improvement Plan
NL-429,12,2024-10-01,6,3,2.17,1.08,Performance Improvement Plan
NL-429,12,2024-11-01,9,6,3.8,2.53,Needs Closer Monitoring
NL-429,12,2025-01-01,6,3,2.33,1.17,Performance Improvement Plan
NL-430,25,2024-03-01,10,8,3.35,2.68,Needs Closer Monitoring
NL-430,25,2024-04-01,3,2,3.46,2.31,Needs Closer Monitoring
NL-430,25,2024-05-01,6,6,0.75,0.75,Critical Underperformance
NL-430,25,2024-07-01,6,3,1.53,0.77,Critical Underperformance
NL-430,25,2024-08-01,6,5,0.53,0.44,Critical Underperformance
NL-430,25,2024-10-01,10,6,4.97,2.98,Needs Closer Monitoring
NL-430,25,2024-11-01,8,3,4.52,1.69,Performance Improvement Plan
NL-430,25,2025-01-01,8,6,4.51,3.38,Consistently Effective
